raw_name,standard_name,foreign_name,years,original_note,references,source_pdf,source_page,needs_review
"波波夫","","","","伊•克•(IonoB,I.K. 起为布尔什维克。他是鄂木斯克 组织出席俄国社会民主工党第五 次代表大会的代表。因从事革命 活动多次被捕、流放和监禁。1910 一1917年在俄国社会民主工党 鄂木斯克委员会工作,1917年一 杀。一-54。 度脱离布尔什维克,靠近社会民","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","186","true"
"波波夫","","","1920-1922","伊万•费多罗维奇(Llonoz, 主党国际主义派。1917年3-11 月任鄂木斯克工兵代表苏维埃主 席和西西伯利亚地区执行委员会 主席。西伯利亚建立苏维埃政权 后,为鄂木斯克苏维埃委员。1919 一1920年任高尔察克案件和伊 尔库茨克高尔察克政案件特别 183 调查委员会主席。年 先后任鄂木斯克省执行委员会副 主席、主席。1922-1928年任联 共(布)中央委员会鼓动宣传部宣 传处处长和鼓动宣传部副部长。 1928 年任红色教授学院副院长。 1929年起为列宁研究院的学术 研究员；1938-1948年在高等学 校任教。写有一些关于苏联共产 中aH)--神甫,《沃罗涅什省沃龙","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","186","true"
"佐夫卡镇的手工业","","","1887-1918","》一文(载子 《俄国手工工业调查委员会的报 告》第九编〔1883］)的作者。一-- 3。 )-1918年2月被 全俄中央执行委员会和俄罗斯联 邦人民委员会派往符拉迪沃斯托 克(海参崴),担任港口卸货工作 的全权代表。后被日本干涉者枪 Иван Федорович 1886-1957) --社会民主党人。《真理报》最 早的通讯员之一,后成为苏联著 名作家。1905-1914年是布尔什 维克党党员,在莫斯科和国外从 事革命工作。1908年移 居比利 时,负责建立俄国社会民主工党","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","186","true"
"波波娃","","Попова, Клавдия Гавриловна","","克劳狄娅•加甫里洛夫娜 人民委员部出版局、报刊部门以  及戏剧单位工作。写有一些以俄 --克拉斯诺亚尔斯克的一个家 国革命事件为题材的作品,创作 庭主妇,列宁在去舒申斯克村 了描写列宁少年时代的著名话 以前,1897 年3月4日至4月30","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","187","true"
"剧《家》(《CeMba>)。---24,25, 日,住在她的家里。--55, 48,50。","","","","剧《家》(《CeMba>)。---24,25, 日,住在她的家里。--55, 48,50。","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","187","true"
"波波娃","","","","(卡斯帕罗娃),叶甫盖尼","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","187","true"
"波波夫","","","","伊万•尼古拉也维奇","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","187","true"
"娅•米纳索夫娜","","","1888-1963","(IonoBa 〔Kac- (IlonoB, MBan HukonaeBn 生 парова), Евгения Минасовна 于1878年)(波波夫第四 1lonon )---1903年参加革 4-*)---农民。第三届国家杜马 命运动,1919年入党。1918- 沃洛格达省代表；在杜马中初为 1922年任全俄中央执行委员会房 温和的右派分子,后为无完派人 管局局长；后任南高加索苏维埃 士；移民事务委员会和工商委员 联邦社会主义共和国驻苏联人民 会委员。--17。 委员会代表处办公室副主任和责","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","187","true"
"波波娃","","Ilonona. О. Ф.","","奥•費• 任秘书、苏联闲家计划委员会主 -一女大学生,后为医务工作者； 席团责任秘书等职。----50,51, 同情布尔什维克。----46。 54。","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","187","true"
"波波娃","","","","奥丽珈•尼古拉也夫娜","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","187","true"
"波波维茨基","","","1848-1907","恩•阿•(Ilonon- (Попова, Ольга Николаевна KH的,H. A. 生于1885年)---最 )--图书出版人。 高国民经济委员会的工作人员； 在她出版的《新言论》杂志1897 1918年7月以前是左派社会革命 年4-7月各期中刊登了列宁的","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","187","true"
"党人","","","","后加入饿共(布)；1923年自 文章《评经济浪漫主义》,在10月 动脱党。-50。 的那一期上刊登了列宁的《论报","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","187","true"
"波德别尔斯基","","","","瓦车姆•尼古拉 纸上的一篇短文》。她还出版了由","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","187","true"
"也维奇","","","","(IlonbenbCkn站, Вадим • .","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","187","true"
"主工党","","","","(布)莫斯科委员公委员, 在《社会民主党人报》编辑部工 作。莫斯科十月武装起义的积极 委员。晚年从事宣传和写作活 参加者,莫斯科军事草命委员会 动。--35,36,38, 40,50, 51。 委员。1917年10月任莫斯科 市","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","188","true"
"波多利斯基","","IIoAOIECKIn","","九 和真斯科州邮电委员。1918年5 十年代末哈尔科夫省阿赫蒂尔卡 月起任俄罗斯联邦邮电人民委 员。--35,38,50。","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","188","true"
"波德沃依斯基","","","1880-1948","尼古拉•伊里奇 (Подвойский, Николай Ильич )--俄国革命运动","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","188","true"
"波尔茨曼","","","","路德维希(Boltzmann, 的著名活动家,党的工作者和军 事工作者。1901 年加入布尔什维 克党。先后在乌克兰、伊万诺沃- 沃兹涅先斯克、雅罗斯拉夫里、科 斯特罗马、巴库和彼得堡做党的 工作。多次被捕和监禁。俄国第 一次革命的积极参加者。1912 1914 年参加筹办布尔什维克的 《明星报》和《真理报》,并参加报 社的工作。1917年二月资产阶级 民主革命后任俄国社会民主工党 (布)彼得堡委员会委员,是俄国","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","188","true"
"社会民主工党","","","","(布)中央委员会和 185 彼得堡委员会军事组织的组织者 和领导人之一。在十月武装起义 的准备和进行期间,任彼得格勒 军事革命委员会主席,是攻打冬 宫的领导人之一。十月社会主义 革命后,任陆海军事务委员会委 员、被得格勒军区司令员。1919年 任乌克兰陆海军人民委员。多次","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","188","true"
"被选为联共","","","","(布)中央监察委员会 县科捷尔瓦镇的地方自治局医 生；曾在《哈尔科夫省医务通讯》","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","188","true"
"杂志","","","","(1899年3月)上发表过一 篇报道文章。--3。 Ludwig 18441906)--奥地 利物理学家,1885年起任维也纳","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","188","true"
"科学院院士","","","1889-1894","在格拉茨(1869一 1889)、慕尼黑、菜","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","188","true"
"比锡","","","1900-1902","和维也纳 (1894-1900,1902-1906)任大 学教授。他在辐射理论方面的著 作以及在气体动力论和对热力学 第二定理的统计学解释方面的经 典研究,对于物理学的发展具有 重要意义,打击了唯心主义的所 谓宇宙热寂论。他对哲学表现了 很大兴趣,晚年讲授自然哲学。在","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","188","true"
"波尔费罗夫","","Полферов, Яков Яковлевич","1896-1898","雅柯夫•雅柯夫列维 但是他的认识论实质上是唯物主 #  义的⋯⋯”(《列宁选集》第2卷第 -自由派新闻工作者和政论 293页)。 家,资产阶级经济学报纸的撰稿 主要著作有：《气体理论 讲 人,1913 年参加立宪民主党《俄 X» («Vorlesungen über Gasthe- 国思想》杂志的工作。十月社会主 orien. )、《力学原 义革命后从事教学工作。---24。","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","189","true"
"理讲义","","","","》(《Vorlesungen iber","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","189","true"
"波尔什","","","","恩•弗•(Iopm,H.B. 生 die Prinzipe der Mechanik». 于1879年)--乌克兰革命党的 1897)等。--18,29。 领导人之一,该党于1905年12","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","189","true"
"波尔恩","","","1824-1898","斯幕凡(Born, Stephan 月改名为乌克兰社会民主工党。 )(布特尔米尔希,西 他采取小资产阶级民族主义的立 * Buttermilch, Simon) 场,力求按照崩得分子的方式实 德国工人运动中改良主义倾向的 现民族文化自治。作为有发言权 代表人物之一,职业是排字工人。 的代表出席过俄国社会民主工党 1845年起参加工人运动,1846年","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","189","true"
"第四次","","","1917-1918","(统一)代表大会,主张乌 底去巴黎,不久在该地与恩格斯 克兰社会民主工党与俄国社会民 结识,参加了共产主义者同盟。 主工党在联邦制的原则上实行联 德国1848年革命爆发后回到柏 合,但代表大会否决了他的建议。 林,在他倡议下先后建立了柏林 年他是反革命的鸟克 工人中央委员会和工人友 谊会。 兰中央拉达的成员。1917年11月 他力图使工人运动脱离政治斗 被选进中央拉达总书记处,任劳 争,把工人运动引向实行微小的 动书记。1918年1月,总书记处 经济改革的歧途。曾参加 1849年 改组为人民部长委员会后,任陆 5 月德累斯顿起义,起义失败后 军部长和劳动部长。--13,35。 流亡瑞士,不久即脱离工人运动, 波尔塔瓦之友--见马尔托夫","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","189","true"
"波尔将诺伊","","","1872-1941","克•(Ioprnon,K. 稿,后移居国外；在其文章和著作 )(贝尔格曼,阿布拉 中诽谤苏联和共产党。---19, 姆桑 ：BeprwaH, A6paMcoH)-- 25,39,45,48。 崩得首领之一。九十年代中期参","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","190","true"
"波尔土加洛夫","","","","维克多•本杰明诺 加社会民主主义运动,1896 年被","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","190","true"
"维奇","","","","(Iopryranon, BnxTop Bean- 捕,后被流放到西伯利亚,为期五 aMHHOBI4 生于1874年)(马洛维 年。1900年领导华沙的 崩得组 尔,费•Manosep,中.)--立宪 织。代表崩得进入负责召开俄国 民主党的政论家,曾为《萨拉托夫 社会民主工党第二次代表大会的 小报》、《同志报》和《斯摩棱斯克 组织委员会。在党的第二次代表 通报》撰稿。十月社会主义革命 大会上,他是崩得中央委员会的","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","190","true"
"后移居国外","","","","加入波•维•萨文 代表,反火星派分子。此后,直到 柯夫的反革命侨民组织；参加白 1939年,任波兰崩得中央委员会 俄流亡分子的报刊工作。一--14 主席。1939年移居美国并脱离政 一16。 治活动。--7,8,46。","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","190","true"
"波一夫--见萨文柯夫","","","","波•维•","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","190","true"
"波尔土盖斯","","","","斯切潘•伊万诺维奇","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","190","true"
"波格开--见巴布什金","","Португейс, Степан Иванович","","伊•瓦•","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","190","true"
"波格丹诺夫","","","1882-1939","彼得•阿列克谢也维 (伊万诺维奇,斯切•；诺维奇,斯 奇 (BorAaHOB,Ierp AnexceeBwy 蒂•；诺维奇,斯蒂瓦；索洛蒙诺 )--1905年加入布 夫 HpanoBnu, Cr.,HoBnv, Cr., 尔什维克党。曾在莫斯科、沃罗 Нович, Стива, Соломонов) - 涅什、哥美耳做党的工作。1917年 孟什维克,政论家。俄国社会民 二月资产阶级民主革命后领导哥","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","190","true"
"主工党第五次","","","1918-1921","(伦敦)代表大会敖 美耳工兵农代表苏维埃军事部, 德萨组织的代表。在反动时期和 后任当地革命委员会主席。十月 新的革命高涨年代是取消派分 社会主义革命后在莫斯科工作。 子,为《社会民主党人呼声报》、 年为最高国民经济委 《我们的曙光》杂志等孟什维克取 员会会务委员,1921-1925年任 消派机关报刊撰稿。帝国主义世 俄罗斯联邦最高国民经济委员会 界大战期间是社会沙文主义者。 主席和人民委员会委员。后任北 十月社会主义革命后反对苏维埃 高加索边疆区执行委员会主席和 187","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","190","true"
"西莫夫","","","","恩•；拉赫美托犬；雷涅","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","191","true"
"波格丹诺夫","","","","波里斯•奥西波维奇 尔特；列兵；司索伊卡 A.A.,A. (Богданов, Борис Осипович # А-ч,А.л. Ал., Ал, Ал-ч, Вернер, 于1884年)-孟什维克取消派 Иванов, Максимов, Максимов, 分子,是取消派于1910年底在彼 Н., Рахметов, Рейнерт, Рядовой, 得堡建立的发起小组的成员。曾 Cacoika)-哲学家,社会学家, 为取消派杂志《现代出版业》、《我 经济学家；按所受教育为医生。九 们的曙光》、《生活事业》撰稿。第 十年代曾参加社会民主主义小组 一次世界大战期间为护国派分","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","191","true"
"的工作","","","","(在图拉)。俄国社会民主 子,是军事工业委员会的组织者 工党第二次代表大会后,参加布 之 。-20。 尔什维克派。作为多数派委员会","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","191","true"
"波格开诺夫","","","","弗拉基米尔•伊万诺 常务局委员,在国内进行党的第","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","191","true"
"维奇","","","","(BornanoB, Bnanmwup BBa- 三次代表大会的筹备工作。他代 HOBN4 生于1902年)---博里索 表俄国社会民主工党图拉省委员 格列勃斯克土地人民委员部职 会出席了第三次代表大会,被选 员。--50。 为中央委员。他曾参加布尔什维","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","191","true"
"波格丹诺夫","","","","尼古粒•尼古拉也维 克机关报《前进报》和《无产者报》 # (Богданов, Николай Николае- 编辑部,是布尔什维克《新生活 84 生于1875年)--地主,立宪 报》的编辑之一。参加了俄国社会 民主党人,第二届国家杜马梁赞","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","191","true"
"民主工党第五次","","","","(伦敦)代表大会 省代表；拉年布尔格县地方自治 的工作。在反动时期和新的革命","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","191","true"
"局委员","","","","省地方自治(1905 高涨年代,领导召回派,是反对列 年起),名誉调解法官。在杜马中 宁、反对党的《前进》集团的首领。 参加国民教育委员会。--15。 在哲学上,他试图建立自己的体","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","191","true"
"波格丹诺夫","","","","(马林诺夫斯基),亚历","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","191","true"
"系-经验一元论","","","","(以假马克思","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","191","true"
"山大•亚历山大罗维奇","","Малиновский","1873-","(BorzanoB 主义的术语为外衣的主观唯心主 , Александр 义的马赫主义哲学的变种),列宁 Александрович -1928) 在《唯物主义和经验批判主义》","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","191","true"
"波格丹诺娃","","","","娜塔莉娅•波格丹诺 革命后,他是“无产阶级文化协","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","192","true"
"夫娜","","","","(BorAaHOBa,Haranbn Bor- 会”的组织者和领导者之一,曾在 AaHOBHa)(娜塔 •波格•；拉赫美 无产阶级大学工作。1926年起在 托娃 Har.Eor.,Paxmerona)- 他自己创办的输血研究所担任 亚•亚•波格丹诺夫的妻子。 所长。 ---46,47。 列宁在《唯物主义和经验批","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","192","true"
"波果热夫","","","1853-1913","亚历山大•瓦西里也维 判主义》一书以及1908年2月12 # (Погожев, Александр Василь- 日(25 日)给阿•马•高尔基的 eBny )-保健医 信(见《列宁全集》第13 卷第425 生,工人生活问题和工人文法问 一432页)中,对波格丹诺夫 1908 题的评论家。因写了许多关于工 年以前的主要著作进行了分析。 厂卫生和工业企业卫生状况方面 此后,波格丹诺夫继续站在唯心 的有价值的著作而闻名。1902年 主义立场上,写了这样一些哲学 起为彼得堡出版的《工业与健康》 著作：《生动经验的哲学》(《少 - 杂志的编辑。--3,19,55。 лософия живого опыта». 1913).","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","192","true"
"波嘉科诺夫","","","","斯•阿•(IIOAB8KOHOB","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","192","true"
"《关于社会意识的科学》(《Hayra C. A.生于1871年)-矿业工 об общественном сознании». 程师。1895年起在俄国金矿公司 1914)、《普遍的组织科学(组织 担任勘探工程师。1903-1911年 形态学)》(《Bceo6man oprannsa- 任奥伦堡哥萨克军务署军事矿业 ционная наука (тектология)». 工程师。1915-1917年任财政部 1913-1922)等。 -4,9, 直接税管理局总稽查。十月革命 10,15-25, 29,32, 44,46-49, 后是最高国民经济委员会火柴工 51,35。 业总管理局局务委员。1921-","","тектология","1903-1911","《关于社会意识的科学》(《Hayra C. A.生于1871年)-矿业工 об общественном сознании». 程师。1895年起在俄国金矿公司 1914)、《普遍的组织科学(组织 担任勘探工程师。年 形态学)》(《Bceo6man oprannsa- 任奥伦堡哥萨克军务署军事矿业 ционная наука ». 工程师。1915-1917年任财政部 1913-1922)等。 -4,9, 直接税管理局总稽查。十月革命 10,15-25, 29,32, 44,46-49, 后是最高国民经济委员会火柴工 51,35。 业总管理局局务委员。1921","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","192","true"
"波格丹诺夫","","","1923-","伊万•弗•CBor aH0B, 1923年任国家计划委员会顾问、 MBan B.生于1885年)--1905 最高国民经济委员会矿业部主 年因在新霍彼尔斯克县西尼亚夫 任。-1925年任苏联最高国 卡村散发政治传单受到警察的特 民经济委员会矿物燃料总管理局 189","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","192","true"
"波克罕","","","1825-1885","西吉兹蒙特•路德维希 员会委员。1927年起任全苏金矿 (Borkheim, Sigismund Ludwig 管理局技术处处长。-53。 )---德国政论冢,民","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","193","true"
"波嘉也夫","","","1848-1849","阿•伊•(ILorneB, A. H. 主主义者。德国年 生于1888年)-1917-1923 革命的参加者；革命失败后流亡 年是党员。1918年任副财政人民 国外,住在瑞士和法国,1851年 委员。国内战争的参加者,西线 起移居英国,与马克思和恩格斯","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","193","true"
"革命军事委员会委员","","","","(1919), 一直保持友好关系。--33,36。 1920年先后任粮食人民委员部部","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","193","true"
"波克罗夫斯基","","","","米哈伊尔•尼古粒 务委员、渔业总管理局局长。后","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","193","true"
"也维奇","","","1868-1932","(IIoKpOBCKHE, 来在对外贸易人民委员部系统工 Hnkonaesuu )(多莫 作,从事过教学工作。-51- 夫；米哈伊尔•尼古拉也 维奇； 53。 “教师”AowOB,Mnxann Huxona","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","193","true"
"波捷尔思","","","1905-1907","波里斯•巴甫洛维奇 eBB, “Yaurenb”)-1905年 (Позерн, Борис Павлович 1882 加入布尔什维克党,苏联著名的 一1939)-1902年入党。曾在 国务活动家和社会活动家,历史 下新城、明斯克、沃洛格达和莫斯 学家。皆积极参加  科从事党的工作。1918-1919年 年革命,是党的莫斯科委员会委 任彼得格勒军区司令部委员,后 员。在俄国社会民主工党第五次 任西线,东线和第五集团军革命 (伦敦)代表大会上被选为中央候 军事委员会委员。国内战争结束 补委员。1908-1917年侨居国 后担任经济部门和党的负责工 外。反动时期参加召回派和最后 作,历任纺织企业总管理局局长、 通傑派,后加入《前进》反党集团","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","193","true"
"联共","","","","(布)东南边疆区委员会书 1911 年与《前进》集团决裂。第一 记、列宁格勒共产主义大学校长, 次世界大战前夕曾为托洛茨基的 列宁格勒州委书记。曾任全俄中 《斗争报》撰稿。帝国主义世界大 央执行委员会委员和苏联中央执 战期间为中派的《呼声报》和《我","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","193","true"
"行委员会委员","","","","联共(布)中央监 们的言论报》撰稿。1917年回国, 察委员会委员。在党的第十七次 参加了莫斯科武装起义,为莫斯","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","193","true"
"代表大会上当选为联共","","","","(布)中央 科河南岸区革 命司令部成员。 Михаил","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","193","true"
"概论","","","","》(cOuepr ncropan Pycckon 斯科苏维埃主席。一度追随“左 Ky JbIYP5>)、《俄国历史概要》 派共产主义者”集团,反对签订布 («Русская история в самом 列斯特和约。1918年起任俄罗斯 сжатом очерке») #. --11,19, 联邦副教育人民委员。1923一 23,25,28, 34,35,42,47-55。 1927 年积极参加反对托 洛茨基","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","194","true"
"波克罗夫斯基","","","","尼•尼•(Iloxpoa- 主义的斗争。在不同年代曾领导 cKu,0.B.生于1865年)一 共产主义科学院、苏联科学院历 沙皇俄国的国务活动家。1904年 史研究所和红色教授学院等。 起先后任定额税务司司长,副财 1929年起为科学院院士。多次被 政大臣,1914年起 国务会议成 选为全俄中央执行委员会委员和 员。沙皇政府最后一任外交大臣。 苏联中央执行委员会委员。 --31。 写有许多苏联","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","194","true"
"波克罗夫斯基","","","1871-1893","瓦西里•伊万诺维 历史方面的科学著作,在这些著 奇(Hoxponckan,Bacunan Mna- 作中对资产阶级的历史编纂学进 HOBHV 1838 1915)--经济学 行了批判。列宁对他的《俄国历 家和统计学家,年领","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","194","true"
"史概要","","","","》(《Pycckan ncropin 导特维尔省地方自治局的统计工 CaMOM CHaToM ouepke》)一书作了 作；他参加编写的关于特维尔省 肯定的评价。波克罗夫斯基的著 的研究著作共有二十多卷。1893 作虽有价值,但他并不是一个完 年领导彼得堡市的统计工作, 全彻底的马克思主义者,在对历 1894年起主持财政部关税司统 史过程的阐述方面有严重错 误。 计处的工作；曾领导自由经济学 苏联共产党和苏联政府在《关子 会统计委员会,1902年被选为科 苏联学校本国历史教学的决议》 学院通讯院士。--3,24。 (1934) 和《关于<联共(布)党史简","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","194","true"
"波克罗夫斯基","","","","伊万•彼得罗维奇 明教程〉出版后党的宣传工作的 (Покровский, Иван Петрович","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","194","true"
"决议","","","","》(1938)及其他中,揭露 生于1872年)--社会民主党人, 并批判了他的错误。 职业是医生。第三届国家杜马库 他的著作有：《俄国古代 班州、捷列克州和黑海省代表","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","194","true"
"史》(《Pycckan ncroprn capes- 接近社会民主党党团中的布尔什 uei mnx Bpeueiz)、《俄国文化史 维克派。1910年他以第三届杜马 191","","","","史》(《Pycckan ncroprn capes- 接近社会民主党党团中的布尔什 uei mnx Bpeueiz)、《俄国文化史 维克派。1910年他以第三届杜马 191","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","194","true"
"波朗金","","","","(I1OnO K H) -53。 工业的专著。--3。","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","195","true"
