raw_name,standard_name,foreign_name,years,original_note,references,source_pdf,source_page,needs_review
"克德罗夫","","","","斯•恩•(KexpoB,C. -16。 旺.生于1863年)一","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","430","true"
"刻卜勤","","","","约翰(Kepler, Johann1571 年任工农检查人民委员部工业技 -1630)--德国天文学家；在哥 术和燃料检查局财务科科长。 白尼学说的基础上,他发现了行 -54。 星运动的规律,从而完成了对太","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","430","true"
"克尔","","Kerr, Charles","","查理-一美 阳中心说的论证。-29。 国人,社会主义书刊的出版者。","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","430","true"
"克•-一见克拉桑","","","","罗•爱• 亚•米•柯伦泰曾受列宁委托","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","430","true"
"克•--见斯切克洛夫","","","","尤•米• 就出版列宁的小册子《社会主义","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","430","true"
"克•德•","","K.M.","1919-1922","1908年《言语 127 * (Кедров, Михаил Сергеевич 十月草命后任陆军人民委员 部部务委员、军队复员事务军事 委员。1918年5月被派往北方,组  与战争》英文版一事同他进行过","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","430","true"
"克尔日札诺夫斯基","","","","格列勃•马克 年领导国家计划委员会,曾参加","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","431","true"
"西米利安诺维奇","","","1930-1932","(Kp*H*aH0B- 制定苏联发展国民经济的第一个 ский, Глеб Максимилианович 五年计划,年任燃料 1872-1959)(勃鲁特；甘斯；格列 工业人民委员部动力总管理局局 勃；格列勃•马克西米利安诺维 长。1932-1936年任全俄中央执 奇；诗友；克勒尔；扁角鹿；斯米 行委员会高等教育委员会主席和 特；特拉文斯基 EpyI, Tanc, 俄罗斯联邦副教育人民委员。多 Глеб, Глеб Максимилианович","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","431","true"
"次被选为联共","","","","(布)中央委员和苏 Друх-поэг, Клэр, Лань, Слит, 联中央执行委员会委员。1929年 Tpasnncknn) --老一辈的共产 被选为苏联科学院院士,1929一 党活动家,苏联著名学者,动力工 1939年任苏联科学院副院长和由 程师。1893年参加草命运动,曾 他创建的苏联科学院动力研究所 与列宁一起组织彼得堡工人阶级 的常任所长,写有许多动力学方 解放斗争协会。1895年12月被 面的科学著作。","89,40,42","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","431","true"
"捕并被流放到西伯利亚","","","","(米努辛 -46,51-55。 斯克专区),为期三年。1901 年从 克尔日札诺夫斯卡娅-涅甫佐罗娃, 流放地回来后住在萨马拉,在他","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","431","true"
"李纳伊达•巴甫洛夫娜","","","1870-1948","(Kpwn- 的密切参与下在当地组织了火星 жановская-Невзорова, 派中心。1902年秋,他参加了筹 TlaBJOBHa )(季娜； 备俄国社会民主工党第二次代表 季纳伊达•巴甫洛夫娜；拉尼 大会的组织委员会；在代表大会 #А Зина, Зинаида Павловна, 上缺席当选为中央委员。积极参 Jannxa)-1898年入党,职业 加了1905-1907年革命。在布尔 草命家。九十年代起开始革命活 什维克的出版机关中做了大量工 动。参加彼得堡工人阶级解放斗 作。1917年二月革命后,在莫斯 争协会的工作。1896年6月因该 科苏维埃布尔什维克党团工作, 协会案件被捕。她同格•马•克 主管莫斯科苏维埃供应局。十月 尔日扎诺夫斯基一起先在叶尼塞 社会主义革命胜利后,致力于恢 斯克省米努辛斯克专区捷辛斯克 复和发展莫斯科的动力事业。 村,后在米努辛斯克城服满流放 1920年受列宁委托,领导俄罗斯 期。1899年,她同十六名社会民主 Зинаида","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","431","true"
"克拉夫基","","Klawki, Karl","","卡尔 俄国社会民主工党第二次代表大 -德国资产阶级经济学家,《论 会后成为布尔什维克。参加过火","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","432","true"
"农业小生产的竞争能力","","","","》(Uber 星派组织的工作；曾主持设在基 Konkurrenzfähigkeit des Land- 辅的布尔什维克党中央委员会书 wirtschaftlichen Kleinbetrie- 记处,因此于 1904年被捕。1905 bes>. 1899)一书的作者。---5, 年在布尔什维克一些定期报刊的 7,9。 编辑部工作。十月社会主义革命","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","432","true"
"克拉夫钦斯基","","","","谢•米•--见斯 后任教育人民委员部社公教育司","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","432","true"
"捷普尼亚克","","","","谢• 副司长,1924年起力国家学术委","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","432","true"
"克拉莫尔尼科夫","","","","(普里哥尔内),格里 员会科学教学法部成员,后任共","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","432","true"
"哥里•英诺森也维奇","","Пригорный","","(KpamonB- 产主义教育学院政治 教育系主 ников , Григорий 任。1927年起病休。--46,50, ManokenTbeBn 生于 1880年) 53-55。 --1898 年加入俄国 社会民主","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","432","true"
"克格尔","","Karger, Karl","","卡尔一 工党。在俄国社会民主工党西伯 德国经济学家,《萨克森 的外地 利亚联合会组织中开 始 革命活","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","432","true"
"人。根据亲自调查和统计》(1890) 动,在鄂木斯克、托木斯克、萨马 一书的作者。-4。 拉、莫斯科、彼得堡、喀山等城市","","","","人。根据亲自调查和统计》(1890) 动,在鄂木斯克、托木斯克、萨马 一书的作者。-4。 拉、莫斯科、彼得堡、喀山等城市","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","432","true"
"克拉底鲁","","","1905-","(Kratylos公元前5世纪) 开展工作。屡遭沙皇政府迫害。 -古希腊唯心主义哲学家,赫 是出席俄国社会民主工党第三次 拉克利特的学生和桕拉图的先 代表大会的萨马拉组织的代表。 生。他从赫拉克利特的辩证法中 -1906年是党中央的巡视 得出了极端相对主义的结论,从 员。1907年倒向孟什维克,代表 而走向了诡辩。---29。 伊尔库茨克孟什维克组织出席俄","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","432","true"
"克拉尔","","Clar, Fanny","","范尼--法","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","432","true"
"国社会民主工党第五次","","","","(伦敦)代 国女社会党人。曾追随法国社会 表大会。1909年起不再积极参加 党中派,任《人民报》编辑。1920年 党的工作。1919年加入俄共 初加入第二国际恢复委员会。法 (布),在莫斯科一些高等院校从","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","432","true"
"国社会党图尔代表大会","","","","(1920年 事党史的科研和教学工作,1924 129","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","432","true"
"克拉桑","","","1868-","罗伯特•愛德华多维奇 织比亚威斯托克代表会议。1.902 (Классон, Роберт Эдуарлович 年11月参加社会民主工党各委 -1926)(克 K.)---杰出 员会普斯科夫会议,会上成文了 的电力工程师。十九世纪九十年 负责筹备社会民主工党第次代 代力“合法马克思主义者”,参加 表大会的组织委员会,克拉斯努 过彼得堡马克思主义小组。后脱 哈被选为组织委员会委员。公后 离政治活动,献身电！学研究。 第二天被捕。1905年被选为尼古 根据他的设计并在他的领导下, 拉也夫工人代表苏维埃主席。因 在俄国建成了许多发电站,其中 从事革命活动多次被捕,1908年 包括世界上第一座泥炭燃料发电 被判处终身流放西伯利亚；后逃 站。他提出了水力开采泥炭的方 往奥地利和塞尔维亚。---46。 法,十月革命后,这一方法在列宁","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","433","true"
"克拉斯诺彼罗夫","","","","叶•伊•(Kpac- 的积极支持下得到了实际应用。 HonepOB,E. H.死于1897年)-- 克拉桑曾积极参加制定俄罗斯国 彼尔姆地方自治局统计学家,写 家电气化委员会的规划,曾任莫 有《1887 年在叶卡特林堡市举行 斯科第一发电站站长。--16, 的西伯利亚一乌拉尔科学工业展 44,46,51-54。 览会上的彼尔姆省手工工业》","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","433","true"
"克拉条","","","1919-1922","伊•罗•(KnaccoH,M.P. («Кустарная промишленность 生于 1899年)一一罗•爱•克拉 Периской губерини на Сибир- 桑的儿子：年为泥炭 ско-Уральской научно-промыш- 水力开采管理局的技术员。-- ленной выставке в г. Екате- 54。 ринбурге в 1887 г.». 1888","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","433","true"
"克拉斯--见波列塔也夫","","","","尼• 1883)一书和其他有关彼尔姆省 古 的统计著作。--2。","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","433","true"
"克拉斯努哈","","","","弗拉基米尔•潘特菜","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","433","true"
"克拉斯诺彼罗夫","","","","伊万•马尔科维奇","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","433","true"
"也维奇","","","1868-1913","(Kpacnyxa,BiaIuiup (Красноперов, Иван Маркович Hlanreneesn )(万尼 生于1840年)---六十年代平民","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","433","true"
"克拉斯诺晓科娃","","","","格•勃•- 处处长,后任特维尔省地方自治","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","434","true"
"见托宾逊-克拉斯诺晓科娃","","","","格• 机关统计处 处长；1886年起力 勃• 《俄罗斯新闻》撰稿。--55。 克拉西柯夫,彼得,阿纳尼也维奇","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","434","true"
"克拉斯诺波尔斯基","","","1870-1939","德•--见米 (Красиков, Петр Ананьевич 特罗范 )(别尔斯基；伊格纳","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","434","true"
"克拉斯诺夫","","","1869-1947","彼得•尼古拉也维奇 特；音乐家；彼•；彼•阿•；彼• (Краснов, Петр Николаевич 安德•；巴甫洛维奇；潘克拉特； )----沙俄 军,1917 一拉-一；谢尔盖•彼得罗维奇； 年8月科尔尼洛夫叛乱的积极參 特•；辦子 Eensckni, Hraar, 加者。1917年10月底,指挥克 Музыкант, П., П. А., П. Анд., 伦斯基在反苏维埃叛乱期间调往 Павлович, Панкрат,- р--, Сер- 彼得格勒的哥萨克部队。1918- гей Петрович, Т., Шпилька) 1919年领导顿河哥萨克白展军。 --职业單命家,布尔什维克。 1919年逃往国外,继续进行反苏 1892年开始革命活动,在彼得俗 维埃的反革命活动。1941-1945 工人马克思主义小组中担任宜传 年人希特勒分子效劳。后 被俘, 员；同年去瑞士,在该地同劳动解 由苏联最高法院军事审判庭判处 放社建立了联系。1893年被捕, 死刑。-35-40,45,50。 1894年被流放到西 伯利业。在","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","434","true"
"克拉斯诺晓科夫","","","","亚历山大•米哈 流放地结识了列宁和彼得堡工人","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","434","true"
"伊洛维奇","","","1880-1937","(KpacHomeKoB, AneK- 阶级解放斗争协会的其他活动 сандр Михайлович ) 家。1900年从流放地返回后,义 一1917年加入布尔什维兑 党。 被逐往普斯科夫,在那里加入了 1920-1921 年任俄(布)中央 《火星报》组织。在筹备俄1社会 委员会远东局委员,远东共和国 民士工党第二次化表大会的组织 431","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","434","true"
"委员会的普斯科夫会议上","","","1871-","(1902 син, Герман Борисович - 年11月),被选入组织委员会。 1947)(表兄 Kysen)--杰出的 在代表大会上是基辅委员会的代 发明家和设计师。列•波•克拉 表,火星报多数派；同列宁利格• 辛的弟弟,1893年加入彼得堡马 瓦•普列汉诺夫一起进入代表大 克思主义者小组。1920-1922年","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","435","true"
"会执行局","","","","(主席团)。代表大会 任泥炭水力开采管理局委员会主 后,积极参加同孟什维克的斗争, 席。--54,55。 曾到国外的一些中央机关传达代","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","435","true"
"克拉辛","","","1870-1926","列昂尼德•波里來维奇 表大会的情况,写了一封关于代 (Красин, Леонид Борисович 表大会的总结的《给同志们的 )(文特尔；季明；约翰 信》。1904年8月参加了在日内 森；马；尼基塔；尼基提奇；尼古拉 瓦召开的二十二个布尔什维克的 也夫；“财政家”Buurep,3uMIH, 会议,是布尔什维克出席第二国 Иогансен, 际阿姆斯特丹代表大会的代表。 Никитич, Николаев, «Финан- 在俄国社会民主工党第三次代表 cucr》)-社会民主党人,火熊 大会上是国外组织的代表。曾积 派分子,俄国社会民主工党第二 极参加1905-1907年革命,任彼 次代表大会后是布尔什维克,苏 得堡工人代表苏维埃执行委员会 联著名的国务活动家和外 交家。 委员。多次遭到沙皇政府的迫 1890 年在彼得堡加 入 勃 脅斯涅 晝。 夫社会民主主义小组。1891年克 1917年二月革命后 是彼得 拉辛因参加舍尔古诺夫的安示 格勒工兵代表苏维埃委员。十月 威,被警察局从彼得堡逐往下新 社会主义革命后任肃反侦查委员 城。1894 年再次被捕,后被流放 会主席,后任司法人民委员部部 到伊尔库茨克三年。流放期满后 务委员；1924 年起任最高法院检 (1897),入哈尔科夫工艺学院, 察长,1933-1938年任苏联最高 1900年毕业。1900-1904年在 法院副院长。多届全饿中央执行","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","435","true"
"巴库当工程师","","","","与弗•扎•克茨 委员会和苏联中央执行委员会委 霍维利一起创办《火星报》的秘 员。--7--10, 46,47,50, 51, 密印刷所。俄国社会民主工党第 53,54。 二次代表大会后加入布尔什维克","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","435","true"
"克拉辛","","","","格尔曼•波里索维奇(Kpa- 派,被补选进党的中央委员会, Лошадь, Никита","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","435","true"
"工党第四次","","","","(统一)代表大会上, 北方海运总管理局的领导工作。 代表布尔什维克作了关于武装起 --54。 义问题的报告,并再次当选为中","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","436","true"
"克菜因","","","","赫尔曼(Klein,Hermann","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","436","true"
"央委员","","","1844-1914","。在第五次(伦敦)代表大 )--德国天文学家, 会上被选为俄国社会民主工党中 写过天文学方面的科学普及书 央候补委员。1908年移居国外。 籍。他的《地球的奇迹》一书曾多 在反动时期一度参加召回派《前 次再版,并被译成俄文。--51。 进》集团；后脱离政治活动,在国","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","436","true"
"克菜因佩特","","","1869-1916","汉斯(Kleinpeter, 外和国内当工程师。十月社会主 Hans )--奥地利哲 义革命后,是红军供应工作的组 学家,主观唯心主义者,马赫主义 织者之一,后任最高国民经济委 的普及者,企图用折中主义的方 员会主席团委员,交通人民委员、 法使马赫主义同自然科学相“吻 工商人民委员。1918 年参加同德 合”。 国缔结经济协定的谈判。1919年 起从事外交工作。1920年任苏联","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","436","true"
"的认识论","","","1921-","》(《Die Erkenntnis- 驻伦敦贸易代表团团长。 theorie der Naturforschung der 1923 年为驻伦敦全权代表,参加 Gegenwart>. 1905)以及发表在 了热那亚会议和海牙会议。1924 各种杂志上的许多论文。-18, 年起任对外贸易人民委员、苏联 29。 驻法国全权代表。1925年起任驻","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","436","true"
"克菜因斯","","","","约輸•罗伯特(Glynes, 433 共(布)中央委员。-8--10, 主要著作是《现代自然科学 •.","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","436","true"
"玺大臣","","","","(1924) 和内政大臣(1929 32,36,44。 一1931),参与推行反对工人的政","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","437","true"
"克劳斯","","","1858-","弗里德里希(Kraus, Fried- 策。-41。 rich -1936)--德国内科","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","437","true"
"克劳贝尔格","","","1622-1665","約輸(Clauberg, Jo- 医生。1892年起任柏林科教医院 hann )--德丙笛卡 的教授和院长。对苏维埃俄国持 儿主义哲学家,接近偶因论。一 友好态度。-53。 29","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","437","true"
"克勒幕","","","","埃米尔(Kloti, Emil 1877","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","437","true"
"克劳塞维茨","","","1780-1831","卡尔(Clausewitz, -1963)--瑞士政治活动家,社 Karl )-普鲁士将 会民主党人,机会主义者。1907 军,资产阶级最大的军事理论家。 --1928年任苏黎世市议会议员。 在抗击拿破仑法国的成争中,曾 第一次世界大战期间是社会沙文","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","437","true"
"担任普军","","","1919-","(1806,1814,1815)和俄 主义者。-1930 年任国民院 华(1812-1814)的参谋部军官。 议员。1921-1922 年任总统； 1818-1830年任柏林陆军大学 1928-1942年任苏黎世市长。 校长。克劳塞维茨写有一些拿破 -22,30,49. 仑战争史和其他成争史方面的著 克勒尔-见克尔日札诺夫斯基, 作。他在《论战争》这部主要著 格•马． 作中,提出了一个深刻的论断,即 克勒特--克虏伯公司的代表, 战争是政策的另一种方式的继 ---54。 续。但是克劳塞维茨从唯心主义","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","437","true"
"克雷比赫","","","1883-1966","卡尔(Kreibich, Karel 的“超阶级的”国家论出发,不理 )--捷克斯济伐克 解政策和战争的阶级本质；他把 共产主义运动和国际共产主义运 政策视为国家内 部各阶 级利益 动的著名活动家。1902年起参加 ••","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","437","true"
"期间","","","1950-","侨居国外(1914年7月一 的代表；在这一时期特“左派”观 1915年7月),后在军队服役。 点。1922年、1924年和1925年 1917年二月资产阶级民主革命 任共产国际执行委员会委员。后 后在《上兵真理报》工作,参加过 任《共产国际》杂志编辑。","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","438","true"
"俄园社会民主工党","","","1861-1918","(布)前线和后 1952 年任捷克斯洛伐克社会主 方军事组织全国代表会议。金我 义共和国驻莫斯科大使。-一 苏维埃第一届代表大会代表。十 44,53。 月社会主义革命的积极参加者。 ,克雷茨贝尔格,雅．克．(Kpenu- 在全俄苏维埃第二次代表大会上 берг, Я, К. )--4) 被选入人民委员会,任陆海军事 一届国察杜马库尔兰省代表,以 务委员会委员,后任最高总司令。 光民主党人,律师。1890年起做 1918年起在苏维埃司 法部门T. 律师工作。1901年起任拉脱维业 作,历任全俄中央执行委员会量 资产阶级《言论报》和《祖国报》的 高革命法庭长,副司法人民委 编辑；拉脱维亚一些协会的创建 员、共和国检察长；1931年起伍 人和领导人。在杜马中加入地 俄罗斯联邦司法人民委员,1936 委员会。1917年被选入库尔兰士 年起任苏联司法人民委员。在党 地委员会。1918-1920年在基辅 的第十五次和第十六次代表大会 做拉脱维亚准民事务工作。1921 上被选为中央监察委员会委员。 年起在里加当公证人。1944年拉 -15,32,34--36,40,48--54。 脱维亚从德国占领者统治下解放","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","438","true"
"克雷莫夫","","","1885-1938","米•德•(KpbsiOB,M. 时,移居間外。--16。 工.生于1881年)---1907年加 克雷连柯,尼古拉．瓦西里也维奇 入布尔什维克党,工人。1917年 (Крыленко, Николай Василье- 3--8月任彼得格勒工 兵 代表苏 BIY )(阿•布•；阿 布拉姆；小阿布拉姆；布拉好, 社会主义革命后,在西伯利亚和 В• А. Б., Абрам, Абрамчик, 莫斯科做党的工作和经济工作。 bpaw, A.)----1904华加入布尔 -31。 什维克党,苏联酱名国务活动家。 克雷让诺夫斯基,谢尔盖。叶菲莫 435 维埃布尔什维克党团主席。十月","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","438","true"
"维奇","","","1925- 1917","(KpHMaHOBCKHE, 济委员会食品工业局局务委员会 EGrMOBnY 生于1861年)- 沙 主席和化学工业局成员；1921年 饿官吏。1885年在司法部供职, 任国家计划委员会主席团委员和 后到内务部工作。1906年被任命 劳动国防委员会俄罗斯联邦物资 为副内务大臣。以制定反动的法 资源利用委员会主席。1923一 案,特别是制定1907年6月3日 1924 年任《真理报》编委、共产主 的选举法而闻名。1907年起为参 义科学院主席团委员、苏联大百 政员,1911 年起任国务秘书, 科词典总编辑部委员。年1月起为国务会议成员。 1931 年先后任苏联中央统计局 -21。 局务委员和副局长、国家计划委 克雷什科,尼古拉。克利门将也 员会副主席。1931年起从事科学 (Клышко, Николай Клименть- 研究工作,是经济学博士。曾任 eBH 1880 -1937)--1904年入 《经济全书》、《经济问题》杂志利 党。1898年起参加革命运动,多 《在农业战线上》杂志的编辑。写 次被捕和流放。1907年到英国。 有一些经济和农业问题的著作。 十月社会主义革命后回国,从事 -42,45,52--54。 苏维埃工作以及外交 和经济工 克里姆林宫營卫队长--见彼得 作,历任国家出版局副局长、俄罗 松,尔•阿• 斯联邦驻爱沙尼亚全权代表,苏","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","439","true"
"克里切夫斯基","","","1866-1919","波里斯•纳乌莫维 联驻伦敦贸易代表团秘书。1923 奇(Kprveacxnn, Fopac HaywoBny 年起任对外贸易人民委员部出口 )--俄国社会民主 局局长。1924年6月-1926年 党人,政论家,“经济主义”的首领 6月任驻中国商务代表,后在最 之一。从八十年代末起参加俄国 高国民经济委员会工作。1937年 社会民主主义小组的工作,九十 任国营橡胶工业托拉斯计划处处 年代初侨居国外,加入劳动解放 长。--43,52-54。 社,参加该社的报刊工作。不久","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","439","true"
"克里茨曼","","","","列甫•纳坦诺维奇 脱离该社。九十年代末成为机会 (Крицман, Лев Натанович 1890 主义的俄国社会民主主义者国外 -1938)---经济学家,1918年 联合会的领导人之一,1899年担","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","439","true"
"加入俄其","","","","(布)。在苏维埃政权初 任该联合会机关刊物《工人事业》 期从事经济工作,任最高国民经 杂志的编辑,在该杂志上宣扬伯","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","439","true"
"克里斯蒂","","","1875-1956","米哈伊尔•彼得罗维奇 南斯拉夫劳动者侨民 中开展工 (Кристи, Михаи» Петрович 作,是斯洛文尼亚民主党人联合 )----1898年入党, 会主席。1921年回到斯洛文尼 1893年起从事草命工作。1905一 亚,但不久又被迫移居美国。第 1906年参加俄国第一次革命。 二次世界大战期间,支持南斯拉 1917年二月资产阶级 民主革命 夫民族解放运动。1951 年回到南 后,先后在刻赤市和彼得格勒工 斯拉夫。写有许多诗歌、特写、短 作。1918-1926年任教育人民委 篇小说和剧本。--24。 员部驻彼得格勒全权代表,1926","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","440","true"
"克里斯坦森","","","1869-","帕利•派克(Chris- 年起任科学文化事业机关总管理 tensen, Parley Parker  局副局长。1928-1937年任国家 1954)-美国资产阶级社会活 特列季雅科夫画廊馆 长,1938一 动家,按所受教育为法学家。1920 1948年为莫斯科美术家协会艺 年是工农党的创建人之一。-- 术指导。-42。 44。","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","440","true"
"克里斯平","","","","阿尔图尔(Crispien","","列宁全集俄文 第5版 人名索引 (河北大学外语系俄语翻译组译) (z-library.sk, 1lib.sk, z-lib.sk).pdf","440","true"
